"","taxa","p_raw","FDR","R2","prevalence","direction","maintax"
"19","hMGS.00023",0.00497512437810945,9.9601593625498e-06,0.611899139199593,0.994503078276165,"Elevated","Phocaeicola vulgatus"
"20","hMGS.00025",0.00995024875621891,0.0181357882623705,0.0451476415909435,0.992963940193492,"Decreased","ER4 sp000765235"
"21","hMGS.00026",0.0149253731343284,0.00419207317073171,0.157304663366056,0.869832893579595,"Decreased","Bifidobacterium pseudocatenulatum"
"22","hMGS.00028",0.0199004975124378,0.0154301075268817,0.101753918269675,0.969876868953386,"Decreased","RUG115 sp900066395"
"23","hMGS.00029",0.00497512437810945,0.000138888888888889,0.127790182466236,0.997801231310466,"Elevated","Alistipes putredinis"
"24","hMGS.00030",0.00497512437810945,0.000420081967213115,0.204430756903372,0.990765171503958,"Elevated","Streptococcus salivarius"
"25","hMGS.00031",0.00497512437810945,0.0147575757575758,0.103774742630316,0.996921723834653,"Elevated","CAG-217 sp000436335"
"26","hMGS.00032",0.00497512437810945,9.9601593625498e-06,31.6832835451191,0.996042216358839,"Elevated","Escherichia coli"
"27","hMGS.00033",0.00497512437810945,9.9601593625498e-06,1.43970562389696,0.919085312225154,"Elevated","PeH17 sp000435055"
"28","hMGS.00035",0.00497512437810945,9.9601593625498e-06,3.05744284777646,0.895998240985048,"Elevated","Ruminococcus B gnavus"
"29","hMGS.00036",0.228855721393035,0.256809364548495,0.0302508854625466,0.985927880386983,"Decreased","Ruminococcus E sp003526955"
"30","hMGS.00037",0.00497512437810945,9.9601593625498e-06,0.874690725811496,0.98636763412489,"Elevated","Parabacteroides distasonis"
"31","hMGS.00038",0.00497512437810945,0.00454881656804734,0.108817282405206,0.995162708883025,"Decreased","Roseburia intestinalis"
"32","hMGS.00039",0.00497512437810945,9.9601593625498e-06,0.22592352150491,0.998240985048373,"Elevated","Bacteroides uniformis"
"33","hMGS.00040",0.00497512437810945,0.00110912343470483,0.132871837733197,0.983729111697449,"Decreased","Faecalibacillus intestinalis"
"34","hMGS.00042",0.00497512437810945,0.000319148936170213,0.296868011462461,0.252638522427441,"Elevated","Bifidobacterium breve"
"35","hMGS.00043",0.0646766169154229,0.0982921810699589,0.0673963002991336,0.744942832014072,"Elevated","Cryptobacteroides sp000433355"
"36","hMGS.00044",0.870646766169154,0.916274169558751,0.00053491692052934,0.906992084432718,"Decreased","Lachnospira sp000437735"
"37","hMGS.00045",0.00497512437810945,9.9601593625498e-06,1.2747844241679,0.93249780123131,"Elevated","SFEL01 sp004557245"
"38","hMGS.00046",0.228855721393035,0.278943569553806,0.0241454477271666,0.99802110817942,"Elevated","Fimenecus sp000432435"
"39","hMGS.00047",0.402985074626866,0.525521837776517,0.00923041370366108,0.876429199648197,"Decreased","Faecalibacterium prausnitzii A"
"40","hMGS.00048",0.00497512437810945,9.9601593625498e-06,0.286633569487688,0.999120492524186,"Decreased","Eisenbergiella sp900066775"
"41","hMGS.00049",0.293532338308458,0.342159375,0.00879674184656312,0.997361477572559,"Decreased","Roseburia hominis"
"42","hMGS.00050",0.00497512437810945,9.9601593625498e-06,0.330305878229456,0.999780123131047,"Decreased","Faecalibacterium prausnitzii D"
"43","hMGS.00051",0.606965174129353,0.728737453777073,0.00216460997009982,0.997801231310466,"Decreased","Roseburia inulinivorans"
"44","hMGS.00052",0.00497512437810945,0.000329087048832272,0.267682712492984,0.110598065083553,"Elevated","Succinivibrio sp000431835"
"45","hMGS.00053",0.940298507462687,0.967122389509471,0.000209827319885466,0.930299032541777,"Decreased","Coprococcus sp900066115"
"46","hMGS.00054",0.00497512437810945,0.000485148514851485,0.0777266405738394,0.99934036939314,"Decreased","CAG-41 sp900066215"
"47","hMGS.00055",0.0199004975124378,0.0183676975945017,0.0620690042613828,0.965259454705365,"Decreased","Eubacterium F sp003491505"
"48","hMGS.00056",0.00497512437810945,0.000213483146067416,0.183289729809197,0.990545294635004,"Elevated","Alistipes onderdonkii"
"49","hMGS.00058",0.318407960199005,0.38015873015873,0.0214381680229456,0.428759894459103,"Elevated","Catenibacterium sp000437715"
"50","hMGS.00059",0.0199004975124378,0.042793542074364,0.0979139503493281,0.560466138962181,"Elevated","Prevotella sp003447235"
"51","hMGS.00060",0.00497512437810945,9.9601593625498e-06,0.218232430281509,0.999560246262093,"Elevated","UBA1417 sp003531055"
"52","hMGS.00061",0.00497512437810945,9.9601593625498e-06,0.495425625663314,0.921503957783641,"Elevated","Alistipes shahii"
"53","hMGS.00062",0.82089552238806,0.894175025075226,0.00112598668512582,0.458883025505717,"Decreased","Sutterella wadsworthensis A"
"54","hMGS.00064",0.82089552238806,0.894734468937876,0.00122897504734885,0.774406332453826,"Decreased","Butyrivibrio A crossotus"
"55","hMGS.00065",0.00497512437810945,9.9601593625498e-06,0.487624278343775,0.961521547933157,"Elevated","Odoribacter splanchnicus"
"56","hMGS.00066",0.497512437810945,0.654680043383948,0.00660079920992217,0.930958663148637,"Decreased","Eubacterium R sp000436835"
"57","hMGS.00067",0.0199004975124378,0.014203431372549,0.032571770858189,0.99934036939314,"Decreased","Agathobaculum butyriciproducens"
"58","hMGS.00068",0.243781094527363,0.416493701259748,0.0158651657025257,0.717018469656992,"Decreased","Phascolarctobacterium faecium"
"59","hMGS.00069",0.0398009950248756,0.0605143112701252,0.0866636000759206,0.337510993843448,"Elevated","CAG-266 sp000436095"
"60","hMGS.00070",0.00497512437810945,0.00438805970149254,0.123614360302468,0.920404573438874,"Decreased","Faecousia sp000434635"
"61","hMGS.00072",0.00497512437810945,1.80505415162455e-05,0.259465457877315,0.978232189973615,"Elevated","Barnesiella intestinihominis"
"62","hMGS.00073",0.00497512437810945,0.00721300138312586,0.157572165131045,0.616974494283201,"Elevated","CAG-349 sp003539515"
"63","hMGS.00074",0.00497512437810945,1.80505415162455e-05,0.379554214888268,0.94283201407212,"Elevated","Akkermansia muciniphila"
"64","hMGS.00075",0.0497512437810945,0.100642389525368,0.0651152420008179,0.378408091468777,"Decreased","Phocaeicola plebeius A"
"65","hMGS.00076",0.00497512437810945,9.9601593625498e-06,11.7262255380473,0.232629727352683,"Elevated","Klebsiella pneumoniae"
"66","hMGS.00077",0.378109452736318,0.459148624926858,0.00671941920535545,0.976693051890941,"Decreased","Clostridium Q fessum"
"67","hMGS.00078",0.17910447761194,0.251836253369272,0.0335872595328885,0.242524186455585,"Decreased","Lachnospira sp000436475"
"68","hMGS.00079",0.00497512437810945,9.9601593625498e-06,0.520373849435073,0.889182058047493,"Decreased","CAG-115 sp003531585"
"69","hMGS.00080",0.298507462686567,0.403059746529873,0.0126642774564443,0.825637642919965,"Decreased","Anaerotignum faecicola"
"70","hMGS.00081",0.169154228855721,0.256809364548495,0.0326161142204712,0.380386983289358,"Elevated","CAG-302 sp001916775"
"71","hMGS.00082",0.169154228855721,0.234241592312972,0.0162994215198729,0.993843447669305,"Decreased","Blautia A massiliensis"
"72","hMGS.00083",0.0348258706467662,0.0643761061946903,0.0458727018415717,0.965259454705365,"Decreased","Copromonas sp900066535"
"73","hMGS.00086",0.00497512437810945,9.9601593625498e-06,0.669021796456829,0.783421284080915,"Elevated","Phil1 sp001940855"
"74","hMGS.00087",0.00995024875621891,0.0344274028629857,0.113127393891639,0.321679859278804,"Elevated","Ligilactobacillus ruminis"
"75","hMGS.00089",0.00497512437810945,9.9601593625498e-06,1.52313409539101,0.999780123131047,"Elevated","Ruthenibacterium lactatiformans"
"76","hMGS.00090",0.0298507462686567,0.0554798903107861,0.0398628618956124,1,"Decreased","Gemmiger formicilis"
"77","hMGS.00091",0.00995024875621891,0.0138806888068881,0.0851616278663267,0.95778364116095,"Elevated","Alistipes finegoldii"
"78","hMGS.00092",0.00497512437810945,9.9601593625498e-06,2.732480161783,0.285839929639402,"Elevated","Enterococcus faecalis"
"79","hMGS.00093",0.00497512437810945,9.9601593625498e-06,0.840135176866377,0.965699208443272,"Elevated","CAG-170 sp000432135"
"80","hMGS.00094",0.0447761194029851,0.0540711645101664,0.0397922923105385,0.981530343007916,"Decreased","ER4 sp900317525"
"81","hMGS.00096",0.164179104477612,0.207419467787115,0.0297418055384518,0.984828496042216,"Decreased","Dialister invisus"
"82","hMGS.00097",0.601990049751244,0.69103374397429,0.00491770910493734,0.604221635883905,"Decreased","Sutterella wadsworthensis"
"83","hMGS.00099",0.447761194029851,0.579754738015608,0.00396665494793547,0.989006156552331,"Decreased","Mediterraneibacter faecis"
"84","hMGS.00101",0.00497512437810945,9.9601593625498e-06,0.705014685876748,0.705804749340369,"Elevated","CAG-177 sp003538135"
"85","hMGS.00102",0.368159203980099,0.475121387283237,0.0149204115438365,0.826956904133685,"Decreased","Coprococcus eutactus"
"86","hMGS.00103",0.412935323383085,0.507629925756711,0.0123189730620049,0.776165347405453,"Decreased","Ruminococcus E bromii"
"87","hMGS.00104",0.00497512437810945,0.000141843971631206,0.240380675884824,0.970976253298153,"Elevated","Eggerthella lenta"
"88","hMGS.00105",0.308457711442786,0.429609421586166,0.0173914242892054,0.349824098504837,"Decreased","Parasutterella gallistercoris"
"89","hMGS.00106",0.0398009950248756,0.0464903846153846,0.0673486223597773,0.761213720316623,"Decreased","Lachnospira sp900316325"
"90","hMGS.00107",0.149253731343284,0.237511929107021,0.0335636583138255,0.0890501319261214,"Decreased","Megamonas funiformis"
"91","hMGS.00108",0.00497512437810945,7.02247191011236e-05,0.332625876087975,0.757036059806508,"Decreased","CAG-269 sp003525075"
"92","hMGS.00109",0.567164179104478,0.728737453777073,0.00478716474235649,0.575417766051011,"Decreased","CAG-302 sp000431795"
"93","hMGS.00110",0.129353233830846,0.172779411764706,0.0332416533711565,0.658311345646438,"Decreased","Parasutterella excrementihominis"
"94","hMGS.00111",0.159203980099502,0.254373737373737,0.0242685556400601,0.859938434476693,"Decreased","CAG-103 sp000432375"
"95","hMGS.00112",0.0845771144278607,0.138731688511951,0.0445412141732014,0.827396657871592,"Elevated","CAG-103 sp900543625"
"96","hMGS.00115",0.487562189054726,0.639234972677596,0.00770314637569247,0.804309586631486,"Decreased","Eubacterium R sp000434995"
"97","hMGS.00116",0.00497512437810945,0.000141843971631206,0.249254662470208,0.816842568161829,"Elevated","Veillonella atypica"
"98","hMGS.00118",0.318407960199005,0.441401066350711,0.0103058630513113,0.907871591908531,"Decreased","Butyribacter sp003529475"
"99","hMGS.00119",0.00497512437810945,0.0156130952380952,0.146621353304396,0.283641160949868,"Elevated","Butyrivibrio A sp000431815"
"100","hMGS.00121",0.567164179104478,0.691634563937935,0.00544047444825788,0.687994722955145,"Decreased","Ruminococcus C sp000433635"
"101","hMGS.00122",0.0149253731343284,0.0148911729141475,0.142827430277715,0.498460861917326,"Elevated","Limisoma sp000437795"
"102","hMGS.00123",0.00497512437810945,9.9601593625498e-06,3.65194741530825,0.109278803869833,"Elevated","Enterococcus B faecium"
"103","hMGS.00124",0.00995024875621891,0.0135669975186104,0.0876349170884668,0.949648197009675,"Decreased","Mediterraneibacter lactaris"
"104","hMGS.00125",0.223880597014925,0.27561345646438,0.0227942254520926,0.859498680738786,"Decreased","Bifidobacterium catenulatum"
"105","hMGS.00126",0.00497512437810945,3.28947368421053e-05,0.251992701056462,0.990985048372911,"Elevated","Faecousia sp003525905"
"106","hMGS.00127",0.00497512437810945,0.00225938009787928,0.235042491004846,0.34740545294635,"Elevated","CAG-488 sp000434055"
"107","hMGS.00128",0.0845771144278607,0.10597747385358,0.0517533198950263,0.684476693051891,"Decreased","COE1 sp001916965"
"108","hMGS.00129",0.800995024875622,0.899269326683292,0.000814551565574368,0.747581354441513,"Decreased","Paraprevotella clara"
"109","hMGS.00130",0.00497512437810945,0.0407390873015873,0.0923599254948283,0.0769569041336851,"Elevated","Prevotella sp002265625"
"110","hMGS.00131",0.935323383084577,0.969740291262136,0.000109271791352402,0.888082673702726,"Decreased","Eubacterium G ventriosum"
"111","hMGS.00133",0.0248756218905473,0.0217168338907469,0.125905663633954,0.447229551451187,"Elevated","Holdemanella biformis"
"112","hMGS.00135",0.00995024875621891,0.0128293601003764,0.0547601137109096,0.994722955145119,"Decreased","Dorea A longicatena"
"113","hMGS.00137",0.00497512437810945,0.000437881873727088,0.102906066460572,0.995822339489886,"Elevated","Blautia A obeum"
"114","hMGS.00139",0.0149253731343284,0.0430419921875,0.0992727335124887,0.0960861917326297,"Elevated","Prevotella sp000434975"
"115","hMGS.00141",0.00497512437810945,9.9601593625498e-06,0.989995029070053,0.954485488126649,"Elevated","Bacteroides thetaiotaomicron"
"116","hMGS.00142",0.353233830845771,0.472511627906977,0.0142817291153984,0.639182058047493,"Decreased","CAG-353 sp900066885"
"117","hMGS.00144",0.825870646766169,0.936530712530713,0.000276904243856867,0.901715039577836,"Decreased","Bifidobacterium infantis"
"118","hMGS.00146",0.194029850746269,0.281599084368869,0.0304391206815082,0.137423043095866,"Elevated","Prevotella stercorea"
"119","hMGS.00147",0.00497512437810945,9.9601593625498e-06,1.91387949968993,0.196350043975374,"Elevated","Pseudomonas aeruginosa"
"120","hMGS.00148",0.00497512437810945,0.00166385135135135,0.143657277668148,0.952066842568162,"Decreased","Enterocloster sp000431375"
"121","hMGS.00149",0.860696517412935,0.92215628090999,0.00069900862451378,0.437554969217238,"Decreased","CAG-882 sp003486385"
"122","hMGS.00151",0.875621890547264,0.94703721841332,0.000420221971107697,0.266490765171504,"Decreased","Duodenibacillus massiliensis"
"123","hMGS.00152",0.00497512437810945,9.9601593625498e-06,0.974001634597717,0.810466138962181,"Elevated","Bacteroides fragilis"
"124","hMGS.00153",0.288557213930348,0.377987767584098,0.0214057073172282,0.481970096745822,"Decreased","CAG-568 sp000434395"
"125","hMGS.00156",0.0199004975124378,0.0156019070321812,0.147428238626089,0.262093227792436,"Elevated","Dialister succinatiphilus"
"126","hMGS.00157",0.00497512437810945,9.9601593625498e-06,0.948625076965502,0.988566402814424,"Elevated","Flavonifractor plautii"
"127","hMGS.00158",0.00995024875621891,0.0395174129353234,0.033062157482773,0.993843447669305,"Decreased","Anaerobutyricum hallii"
"128","hMGS.00159",0.00995024875621891,0.00345553822152886,0.184487695567316,0.850923482849604,"Elevated","CAG-273 sp003534295"
"129","hMGS.00161",0.0497512437810945,0.0776851063829787,0.0800453978757289,0.323438874230431,"Elevated","Cryptobacteroides sp000432515"
"130","hMGS.00164",0.0348258706467662,0.0443239299610895,0.0990339284052077,0.205584872471416,"Elevated","Duodenibacillus intestinavium"
"131","hMGS.00165",0.00995024875621891,0.00491266375545852,0.0809841693048571,0.957563764291997,"Decreased","KLE1615 sp900066985"
"132","hMGS.00166",0.0348258706467662,0.0923878737541528,0.0631360756001278,0.107299912049252,"Elevated","Sodaliphilus sp004557565"
"133","hMGS.00167",0.0298507462686567,0.0208108108108108,0.0646313691460705,0.947669305189094,"Decreased","Bacteroides ovatus"
"134","hMGS.00170",0.00995024875621891,0.018997722095672,0.137186079088139,0.357299912049252,"Elevated","Bacteroides F pectinophilus"
"135","hMGS.00171",0.442786069651741,0.527955832389581,0.01134024082722,0.464599824098505,"Decreased","Scatacola A faecigallinarum"
"136","hMGS.00172",0.228855721393035,0.303161953727506,0.0276974157928389,0.184476693051891,"Decreased","CAG-307 sp001916215"
"137","hMGS.00173",0.0398009950248756,0.0505320150659134,0.0901200232765595,0.335971855760774,"Decreased","Lachnospira sp000436535"
"138","hMGS.00177",0.26865671641791,0.359244293645898,0.0210216388075016,0.808927000879508,"Elevated","CAG-273 sp000435755"
"139","hMGS.00178",0.00497512437810945,8.08625336927224e-05,0.366236773157133,0.913808267370273,"Decreased","Faecalibacterium prausnitzii E"
"140","hMGS.00179",0.00497512437810945,0.000141843971631206,0.366422630411379,0.378408091468777,"Elevated","CAG-177 sp000431775"
"141","hMGS.00181",0.771144278606965,0.865514891468955,0.00184218638488887,0.118293755496922,"Decreased","Duodenibacillus intestinigallinarum"
"142","hMGS.00182",0.0895522388059701,0.115102929532858,0.0513295923007962,0.799692172383465,"Decreased","Bacteroides stercoris"
"143","hMGS.00183",0.139303482587065,0.161555721765146,0.0467390647998108,0.317282321899736,"Decreased","CAG-313 sp003539625"
"144","hMGS.00184",0.761194029850746,0.848615502294748,0.00150772948404889,0.890721196130167,"Decreased","CAG-95 sp000438155"
"145","hMGS.00185",0.00497512437810945,0.000151869158878505,0.276237966449717,0.536279683377309,"Decreased","Clostridium sp900540255"
"146","hMGS.00186",0.0149253731343284,0.0333128205128205,0.0791165647358639,0.779023746701847,"Elevated","Streptococcus thermophilus"
"147","hMGS.00187",0.00995024875621891,0.0380973895582329,0.0963706480601915,0.844547053649956,"Decreased","CAG-269 sp000431335"
"148","hMGS.00188",0.661691542288557,0.778625776397516,0.00212725576784537,0.970976253298153,"Decreased","Blautia A sp900066335"
"149","hMGS.00189",0.378109452736318,0.414882953181273,0.0173271029712385,0.443271767810026,"Decreased","CAG-103 sp900757655"
"150","hMGS.00192",0.900497512437811,0.959873170731707,0.000273442549397652,0.565083553210202,"Decreased","Ruminococcus C callidus"
"151","hMGS.00193",0.890547263681592,0.97902079303675,4.80064983296617e-05,0.996481970096746,"Decreased","UBA11774 sp003507655"
"152","hMGS.00194",0.0845771144278607,0.147765957446809,0.050011142012355,0.672163588390501,"Decreased","CAG-194 sp000432915"
"153","hMGS.00195",0.104477611940299,0.113647898493259,0.028383690462692,0.962181178540018,"Decreased","Dysosmobacter sp001916835"
"154","hMGS.00197",0.00497512437810945,9.9601593625498e-06,0.598720432809702,0.642040457343887,"Elevated","CAG-314 sp000437915"
"155","hMGS.00203",0.0149253731343284,0.0279315789473684,0.0836672947048889,0.966578715919085,"Decreased","Acetatifactor sp003447295"
"156","hMGS.00204",0.00497512437810945,9.9601593625498e-06,0.363241540962882,0.576517150395778,"Elevated","Anaeroglobus micronuciformis"
"157","hMGS.00205",0.00497512437810945,9.9601593625498e-06,0.369417359185811,0.923043095866315,"Elevated","Bilophila wadsworthia"
"158","hMGS.00208",0.0646766169154229,0.0705121527777778,0.0534101817549353,0.871811785400176,"Decreased","Eubacterium F sp900539115"
"159","hMGS.00210",0.263681592039801,0.332537641154329,0.026228198692547,0.189094107299912,"Decreased","Catenibacterium mitsuokai"
"160","hMGS.00211",0.0945273631840796,0.187037708484409,0.036740398184839,0.712620932277924,"Decreased","Faecalibacillus faecis"
"161","hMGS.00212",0.0149253731343284,0.0251293103448276,0.125774155133133,0.111257695690413,"Elevated","Mesosutterella multiformis"
"162","hMGS.00215",0.00995024875621891,0.0101297016861219,0.165296182371629,0.469437115215479,"Elevated","Dialister hominis"
"163","hMGS.00217",0.0149253731343284,0.022939226519337,0.132195202332035,0.200747581354442,"Elevated","Alloprevotella sp900539625"
"164","hMGS.00220",0.00497512437810945,0.000116580310880829,0.381294357336777,0.582893579595427,"Elevated","CAG-452 sp000434035"
"165","hMGS.00222",0.054726368159204,0.0991304347826087,0.0549468627004061,0.664467897977133,"Elevated","F23-B02 sp001916715"
"166","hMGS.00223",0.0447761194029851,0.0823925863521483,0.0733320208675048,0.54353562005277,"Elevated","Phocaeicola coprocola"
"167","hMGS.00224",0.00497512437810945,4.49101796407186e-05,0.238315030508971,0.941732629727353,"Elevated","CAG-170 sp002404795"
"168","hMGS.00226",0.00497512437810945,0.00108303249097473,0.136883511393757,0.969437115215479,"Elevated","Bacteroides xylanisolvens"
"169","hMGS.00227",0.00497512437810945,8.08625336927224e-05,0.25661349141142,0.933377308707124,"Elevated","CAG-170 sp900545925"
"170","hMGS.00228",0.0298507462686567,0.0356656504065041,0.112783582745795,0.232189973614776,"Elevated","Prevotella sp900313215"
"171","hMGS.00230",0.00497512437810945,0.00732142857142857,0.123387811324082,0.739006156552331,"Decreased","Slackia A isoflavoniconvertens"
"172","hMGS.00232",0.00497512437810945,9.9601593625498e-06,0.354278877668224,0.946350043975374,"Elevated","Ventricola sp900542395"
"173","hMGS.00233",0.0248756218905473,0.0331603288797533,0.103701568894351,0.330474934036939,"Decreased","51-20 sp001917175"
"174","hMGS.00234",0.00497512437810945,0.00142611683848797,0.240702910393634,0.709982409850484,"Elevated","CAG-273 sp003507395"
"175","hMGS.00237",0.00497512437810945,0.000116580310880829,0.186572198807051,0.953386103781882,"Elevated","Alistipes communis"
"176","hMGS.00238",0.00497512437810945,0.000231788079470199,0.285844006341511,0.464160070360598,"Decreased","Scatocola faecipullorum"
"177","hMGS.00241",0.0447761194029851,0.067589519650655,0.0571141607828843,0.783641160949868,"Decreased","CAG-245 sp000435175"
"178","hMGS.00242",0.0398009950248756,0.0578034420289855,0.0933112940629291,0.391160949868074,"Elevated","CAG-873 sp001701165"
"179","hMGS.00243",0.00497512437810945,9.9601593625498e-06,0.548074000734927,0.0976253298153034,"Elevated","Enterobacter hormaechei A"
"180","hMGS.00247",0.00497512437810945,4.49101796407186e-05,0.330644993905436,0.552110817941952,"Elevated","Streptococcus vestibularis"
"181","hMGS.00250",0.741293532338308,0.710031948881789,0.00490672898532668,0.197889182058047,"Decreased","Coprococcus sp000433075"
"182","hMGS.00251",0.00497512437810945,0.000319148936170213,0.318042627069984,0.659190853122252,"Elevated","Cryptobacteroides sp000431015"
"183","hMGS.00252",0.00497512437810945,5.6980056980057e-05,0.178683801558365,0.997581354441513,"Elevated","Dysosmobacter welbionis"
"184","hMGS.00253",0.00497512437810945,9.9601593625498e-06,0.840677361785363,0.506156552330695,"Elevated","Limosilactobacillus fermentum"
"185","hMGS.00254",0.00497512437810945,9.9601593625498e-06,1.2840014654753,0.983948988566403,"Elevated","Mediterraneibacter torques"
"186","hMGS.00255",0.00995024875621891,0.00988250652741514,0.151135193205391,0.0668425681618294,"Elevated","Megasphaera elsdenii"
"187","hMGS.00256",0.54726368159204,0.631897970378497,0.00870891424050927,0.235927880386983,"Decreased","Phocaeicola coprophilus"
"188","hMGS.00257",0.00995024875621891,0.00138793103448276,0.1660197062554,0.742744063324538,"Decreased","Anaerostipes hadrus A"
"189","hMGS.00258",0.681592039800995,0.814243201641868,0.00296724712975997,0.419305189094107,"Decreased","CAG-417 sp000432835"
"190","hMGS.00259",0.0348258706467662,0.101563769293258,0.0646359695939313,0.762093227792436,"Elevated","Coprococcus sp000154245"
"191","hMGS.00261",0.129353233830846,0.205509486999297,0.027069691765276,0.952726473175022,"Decreased","Bacteroides cellulosilyticus"
"192","hMGS.00262",0.00497512437810945,4.49101796407186e-05,0.331856330305676,0.671284080914688,"Decreased","Butyribacter intestini"
"193","hMGS.00263",0.0945273631840796,0.147733840304183,0.0479124787038999,0.137203166226913,"Elevated","Cryptobacteroides sp000435075"
"194","hMGS.00264",0.00497512437810945,9.9601593625498e-06,0.577296121150395,0.208003518029903,"Elevated","Desulfovibrio piger"
"195","hMGS.00265",0.00497512437810945,9.9601593625498e-06,0.362429268865341,0.955145118733509,"Elevated","Parabacteroides merdae"
"196","hMGS.00267",0.00497512437810945,0.00105072463768116,0.189926858675151,0.83179419525066,"Elevated","Ellagibacter isourolithinifaciens"
"197","hMGS.00268",0.00497512437810945,0.000138888888888889,0.369119914412495,0.228232189973615,"Elevated","Ligilactobacillus salivarius"
"198","hMGS.00269",0.00497512437810945,9.9601593625498e-06,0.88760446845305,0.823438874230431,"Decreased","Blautia A sp000436615"
"199","hMGS.00270",0.0199004975124378,0.0377939698492462,0.0971619409447206,0.119173262972735,"Elevated","CAG-510 sp000434615"
"200","hMGS.00272",0.00497512437810945,9.9601593625498e-06,7.61898866983058,0.16820580474934,"Elevated","Klebsiella variicola"
"201","hMGS.00273",0.611940298507463,0.735055176037835,0.00500460978366249,0.37664907651715,"Decreased","Onthocola B sp000437355"
"202","hMGS.00275",0.00497512437810945,9.9601593625498e-06,0.698169235826662,0.933597185576077,"Elevated","Acutalibacter ornithocaccae"
"203","hMGS.00276",0.00497512437810945,9.9601593625498e-06,1.24142444040622,0.968997361477573,"Elevated","Bacteroides caccae"
"204","hMGS.00277",0.0796019900497512,0.100642389525368,0.0700680280760383,0.300131926121372,"Elevated","Ruminiclostridium E sp003512525"
"205","hMGS.00279",0.00497512437810945,9.9601593625498e-06,0.622328545282703,0.176781002638522,"Elevated","Limosilactobacillus mucosae"
"206","hMGS.00282",0.303482587064677,0.377109614206981,0.0152495453099755,0.487906772207564,"Decreased","F0428 sp003043955"
"207","hMGS.00283",0.00497512437810945,9.9601593625498e-06,6.81461286996736,0.0976253298153034,"Elevated","Klebsiella aerogenes"
"208","hMGS.00284",0.378109452736318,0.461872079439252,0.0152294809560646,0.480650835532102,"Elevated","Lachnospira sp003537285"
"209","hMGS.00285",0.208955223880597,0.245699797160243,0.00941418250732904,0.999560246262093,"Decreased","Blautia A faecis"
"210","hMGS.00286",0.00497512437810945,9.9601593625498e-06,2.39319629515897,0.242084432717678,"Elevated","Clostridium paraputrificum"
"211","hMGS.00288",0.592039800995025,0.700392418579818,0.00632763516073944,0.479551451187335,"Decreased","Alistipes avistercoris"
"212","hMGS.00290",0.00497512437810945,9.9601593625498e-06,0.414939850696269,0.934696569920844,"Decreased","Faecalibacterium prausnitzii J"
"213","hMGS.00295",0.0398009950248756,0.0342879098360656,0.0471649681182162,0.990545294635004,"Decreased","Gemmiger sp900539695"
"214","hMGS.00297",0.194029850746269,0.251554281861092,0.0345358566329827,0.393139841688654,"Decreased","CAG-302 sp900543825"
"215","hMGS.00298",0.00497512437810945,0.00620084269662921,0.179263902008618,0.24802110817942,"Decreased","CAZU01 sp000432275"
"216","hMGS.00299",0.830845771144279,0.890002511300854,0.0013997481875903,0.200527704485488,"Decreased","Collinsella intestinalis"
